,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 24",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.361410774,70,300033,02:46.0,6386,3,3,3,0.036521131,1324.65359,0.369614344,0.002614501,1324.617069,[[4.34439333765637E-17;4.33140666484501E-17;1.00190953080629][0.707393466299374;0.70949759654991;0][4.33140261062538E-17;4.34435944526857E-17;1.00190514346671][...]],0.057231303,16,70,[11;11;11],1258671388,32,0.177524131,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 25",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.301077218,70,300033,02:43.1,6386,3,3,3,0.083571719,1324.669664,0.419315918,0.002855559,1324.586092,[[4.33884092178672E-17;4.33074188338281E-17;1.00119086389811][0.708803685083581;0.707690908344833;0.017275576449883][...]],0.056273254,16,70,[11;11;11],434671804,32,0.143037162,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 26",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.329138313,70,300033,02:46.0,6386,3,3,3,0.134270596,1324.664177,0.378784372,0.00743422,1324.529906,[[4.33423344719629E-17;4.33949039786806E-17;1.00166883118062][4.34208298776499E-17;4.33113019710407E-17;1.00161047323161][...]],0.055137533,16,70,[11;11;11],553589243,32,0.206725025,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 27",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.347317613,70,300033,02:10.2,6386,3,3,3,0.020580507,1324.656216,0.368063432,0.00240053,1324.635636,[[4.3421172093488E-17;4.33113429374949E-17;1.00161490273585][4.33105990865891E-17;4.34149588847293E-17;1.00153448251184][...]],0.04697814,16,70,[11;11;11],541497193,32,0.152898373,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 28",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.469145566,70,300033,02:08.3,6386,3,3,3,0.038260938,1324.668381,0.36656017,0.001894112,1324.63012,[[4.33062633711393E-17;4.33787687874379E-17;1.00106610286172][0.707269247620171;0.708460267305525;0][4.33733356442087E-17;4.33056120162381E-17;1.00099579253798][...]],0.061532695,16,70,[11;11;11],1124884914,32,0.246228801,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 29",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.423914708,70,300033,02:11.6,6386,3,3,3,0.059439242,1324.659547,0.375457151,0.002359227,1324.600107,[[4.34218956909123E-17;4.33114295574028E-17;1.00162426871229][4.33112665681902E-17;4.34205341408079E-17;1.00160664533825][...]],0.048731846,16,70,[11;11;11],75730359,32,0.15344079,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 30",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.437590166,70,300033,02:35.0,6386,3,3,3,0.06598944,1324.644942,0.39263033,0.003286216,1324.578952,[[0.710054105659692;0.707460001237674;0][0.707459783015078;0.71005227939676;0][4.34766726042606E-17;4.33179808103135E-17;1.00233336844099][...]],0.06670817,16,70,[11;11;11],839896011,32,0.657441665,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 31",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.369437699,70,300033,03:24.9,6386,3,3,3,0.099080313,1324.668466,0.374795229,0.001729916,1324.569386,[[4.33074075276289E-17;4.33883148715579E-17;1.00118964289516][4.33878763923833E-17;4.33073549810467E-17;1.00118396822984][...]],0.05525365,16,70,[11;11;11],822464370,32,0.246815335,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 32",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.240934876,70,300033,02:20.4,6386,3,3,3,0.06898787,1324.654799,0.385470688,0.003585182,1324.585811,[[4.35167898539924E-17;4.33227713503851E-17;1.00285280521716][0.710663046985109;0.707386029719329;0.0217680287105442][...]],0.046986691,16,70,[11;11;11],593985217,32,0.128079934,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 33",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.306098497,70,300033,02:49.3,6386,3,3,3,0.022927312,1324.656559,0.389766576,0.002470375,1324.633632,[[0.709088030926954;0.707344452221819;0][4.33249415573425E-17;4.34045298098099E-17;1.00157937222514][0.707343546070003;0.709080462208871;0][...]],0.056079528,16,70,[11;11;11],1825167343,32,0.135745213,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 34",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.234096398,70,300033,02:55.2,6386,3,3,3,0.086752433,1324.661978,0.386570849,0.002848942,1324.575225,[[0.710097668192229;0.707465206346461;0][4.34809550599842E-17;4.33184924926968E-17;1.00238881310781][4.34715310872451E-17;4.33288398549883E-17;1.00239907533139][...]],0.05276997,16,70,[11;11;11],1266548438,32,0.112513499,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 35",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.213922195,70,300033,02:50.2,6386,3,3,3,0.047454759,1324.655288,0.374029006,0.003258482,1324.607833,[[0.707380366597922;0.709388101497349;0][4.331308290918E-17;4.3435710591461E-17;1.00180308945147][4.34360373820414E-17;4.33131220100701E-17;1.00180731957784][...]],0.054561217,16,70,[11;11;11],1567178180,32,0.082856709,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 36",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.226262165,70,300033,03:40.0,6386,3,3,3,0.027730322,1324.644579,0.350795325,0.003323914,1324.616848,[[0.710278712727255;0.707486833756604;0][4.34919630637639E-17;4.33198074378754E-17;1.00253133784602][4.33200335377298E-17;4.34938562474698E-17;1.00255585030689][...]],0.045148558,16,70,[11;11;11],2041374155,32,0.113922785,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 37",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.33400452,70,300033,04:08.1,6386,3,3,3,0,1324.643313,0.364200962,0.003565648,1324.643313,[[0.710756724660678;0.707543898976923;0][4.35177152682693E-17;4.33228817832312E-17;1.0028647885441][0.707543898976923;0.710756724660678;0][...]],0.048495334,16,70,[11;11;11],1255806618,32,0.189776454,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 38",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.236536328,70,300033,03:03.1,6386,3,3,3,0.033245876,1324.646595,0.401464788,0.003342134,1324.613349,[[4.33151754279321E-17;4.34532039859122E-17;1.00202954059268][4.34521194237881E-17;4.33150457299471E-17;1.00201550047537][...]],0.064752759,16,70,[11;11;11],922009057,32,0.142333872,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 39",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.69459838,70,300033,03:17.5,6386,3,3,3,0.069518574,1324.648512,0.3839142,0.002962228,1324.578993,[[4.33175369834815E-17;4.3472958541638E-17;1.00228528357773][0.707455007453081;0.710012315308047;0][4.34724839397933E-17;4.33174802651456E-17;1.00227913910624][...]],0.065918934,16,70,[11;11;11],857134617,32,0.851112458,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 40",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.263670888,70,300033,02:09.1,6386,3,3,3,0.045484686,1324.652533,0.396190686,0.002377077,1324.607048,[[4.34211788854921E-17;4.3311343750557E-17;1.00161499064889][0.708241275757872;0.708345665071405;0][4.33643410805654E-17;4.33732666197789E-17;1.00167291672298][...]],0.05975691,16,70,[11;11;11],1356086399,32,0.101029059,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 41",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.285335164,70,300033,02:09.4,6386,3,3,3,0.101653813,1324.649166,0.351586342,0.011649277,1324.547513,[[4.33184523314828E-17;4.34806189145211E-17;1.00238446101682][0.662298776831747;0.782695914475373;0.446654445291973][...]],0.060349168,16,70,[11;11;11],887472743,32,0.121465382,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 42",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.316430485,70,300033,02:11.6,6386,3,3,3,0.056725724,1324.647338,0.405704589,0.003054137,1324.590612,[[4.33173122880252E-17;4.34710784013446E-17;1.00226094226424][4.34711168223021E-17;4.33173168798497E-17;1.0022614396807][...]],0.048447423,16,70,[11;11;11],189768182,32,0.21684827,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 43",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.30820081,70,300033,03:05.8,6386,3,3,3,0.028265001,1324.651943,0.373782625,0.006285588,1324.623678,[[0.707320896931823;0.708891320401472;0][4.33204759247134E-17;4.33952295656478E-17;1.00142034997278][4.33094583524261E-17;4.34054330561605E-17;1.00141118995638][...]],0.052552172,16,70,[11;11;11],1740227082,32,0.19088907,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 44",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.35545156,70,300033,02:10.1,6386,3,3,3,0.067528929,1324.643975,0.394941184,0.003463054,1324.576446,[[4.3480837217331E-17;4.33184784134137E-17;1.00238728739274][4.33186159119093E-17;4.3481988089927E-17;1.00240218783544][...]],0.063092032,16,70,[11;11;11],2050364408,32,0.195790413,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 45",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.256682698,70,300033,02:09.1,6386,3,3,3,0.054219767,1324.671086,0.418993418,0.001650029,1324.616866,[[0.707198403419772;0.707869622611839;0][0.707786061184254;0.707195885857006;0][4.3335362197762E-17;4.33010563193917E-17;1.0005044256507][...]],0.05740885,16,70,[11;11;11],1210026389,32,0.139113606,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 46",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.40783247,70,300033,02:07.7,6386,3,3,3,0.060550057,1324.66803,0.402243961,0.002227024,1324.60748,[[4.34192127450261E-17;4.33111083788567E-17;1.0015895418084][0.707347612795801;0.709114430815302;0][4.33110758657909E-17;4.34189411621811E-17;1.00158602657939][...]],0.056985748,16,70,[11;11;11],853731856,32,0.210570657,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 47",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.365603274,70,300033,02:09.8,6386,3,3,3,0.003970998,1324.654718,0.365159201,0.003258782,1324.650747,[[4.33153949800673E-17;4.34550400151772E-17;1.00205330892591][4.345329761198E-17;4.33151866240436E-17;1.00203075262507][...]],0.052879437,16,70,[11;11;11],1594583545,32,0.158180387,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 48",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.291962993,70,300033,03:14.9,6386,3,3,3,0.051017517,1324.666,0.408224697,0.001534547,1324.614982,[[0.707195007316848;0.707841326045687;0][4.33413069356486E-17;4.3301769886702E-17;1.00058134357026][4.33017394229969E-17;4.33410531185319E-17;1.00057805943343][...]],0.06723309,16,70,[11;11;11],2034868402,32,0.157111873,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 49",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.455206932,70,300033,02:05.5,6386,3,3,3,0.017326268,1324.637411,0.395202179,0.003580605,1324.620084,[[4.33238733532911E-17;4.35260257626979E-17;1.00297240458226][4.35267239547844E-17;4.33239566461075E-17;1.00298144594229][...]],0.048644219,16,70,[11;11;11],215030789,32,0.260492872,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 50",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.313396453,70,300033,02:02.1,6386,3,3,3,0.103162208,1324.653359,0.392418832,0.009323923,1324.550197,[[4.33086295065342E-17;4.33985135460376E-17;1.00132163419809][0.708771469529473;0.707323717164304;0][4.3327803919251E-17;4.33794053864288E-17;1.00132203860917][...]],0.057159027,16,70,[11;11;11],1287669330,32,0.184336112,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1} Run 1",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.274948342,70,300033,02:35.4,6386,1,3,3,0.027091037,1324.665593,0.368896838,0.00182719,1324.638502,[[0.707251366334464;0.708311120918316;0][4.33701796626374E-17;4.33052336067829E-17;1.00095495175319][4.33052153747218E-17;4.33700276132205E-17;1.00095298413344][...]],0.053942217,16,70,[11;11;11],1909494456,32,0.154389695,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1} Run 2",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.194313343,70,300033,03:37.1,6386,1,3,3,0.013469945,1324.661036,0.331833468,0.002821382,1324.647566,[[0.709565399831465;0.707401576667314;0][4.33121861613849E-17;4.34282168675537E-17;1.00170608896103][4.3425457696576E-17;4.33118559256833E-17;1.00167037443176][...]],0.048455956,16,70,[11;11;11],1130596757,32,0.110207038,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1} Run 3",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.332024281,70,300033,04:12.1,6386,1,3,3,0.030428408,1324.66284,0.395398668,0.00244572,1324.632412,[[0.707279179364843;0.708543126443973;0][4.33844353012157E-17;4.33069425805049E-17;1.0011394350505][4.33459644344295E-17;4.33457573372964E-17;1.0011430064259][...]],0.048204555,16,70,[11;11;11],77769630,32,0.230727087,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1} Run 4",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=1}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],0.288938492,70,300033,01:56.0,6386,1,3,3,0.046312193,1324.661337,0.417362207,0.002196071,1324.615025,[[4.33067637425152E-17;4.33829431882518E-17;1.00112012495388][4.33613578845801E-17;4.33286699384014E-17;1.00112351534491][...]],0.057256643,16,70,[11;11;11],2143151330,32,0.140993616,DTLZ5
